file_name,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6,caption_7,caption_8,caption_9,caption_10
Engine2.wav,Someone loudly revs up an engine before bringing it down into an idling state.,"With the speed increasing in the second half and decreasing at the end, an engine or motor is working.",An engine revving up and getting louder and then idling down.,A motor is running and making a low moan before being revved up.,A low groaning motor is running before being revved up.,"An engine starts with a low hum, escalates in volume, then settles into an idle state.",The sound of a motor gradually intensifies and finally decreases to an idle noise.,"A motor emits a soft moan, increases in loudness, then returns to a quieter state.","Initially faint, the engine's roar builds up before fading back to a calm hum.","From a gentle growl, the engine's sound peaks, then quiets down as it idles."
Dog barking-accordion 01- 090717.wav,a person plays an accordion as a dog howls at the music causing a woman to laugh.,An accordion plays causing a dog to howl which leads to a female laughter,A person is playing a musical instrument while a dog barks along.,"An accordion is playing, a woman is laughing and a dog is barking.",Someone is playing a musical instrument while a dog barks along.,"A person plays an accordion, prompting a dog to howl and making a woman laugh.","The sound of an accordion causes a dog to howl, eliciting laughter from a nearby woman.","As an accordion is played, a dog howls in response while a woman laughs joyfully.",A playful scene unfolds with an accordion's music leading to a dog's howl and a woman's laughter.,"The melody of an accordion incites a dog to howl, resulting in a woman's amused reaction."
storm.wav,The whirring of the locomotive gave way to the clunking of wheels on rail and grew into a smooth rhythm.,A whirring locomotive takes off during the clunking of wheel on rail which grows into a smooth rhythm.,"As a train pulls into a station, wind whistles loudly around it.",the wind loudly whistles by as a train comes to the station.,A whirring jet  flies by as someone walks around an empty house.,The rhythmic clunking of wheels on rails transitions from a whirring start to a smooth cadence as the train moves.,"A train's whirring engine transitions into a steady clunking rhythm, blending smoothly as it travels along tracks.","As the locomotive approaches the station, wind whistles loudly around its structure.",The arrival of the train is accompanied by loud whistling winds encircling it at the station.,A jet's whirring engines echo as someone walks through an empty house nearby.
CostaRicaRain.wav,"Heavy rain falls continuously in a downpour, hitting the ground.",As rain falls on the ground it creates a loud splashing sound.,The wind is blowing and pouring rain is hitting the ground.,Pouring rain is hitting the ground while the wind is blowing,Heavy rain falls steadily to the ground without interruption.,Continuous downpour of heavy rain creates a rhythmic sound on the ground.,The persistent rainfall generates a loud splashing noise as it strikes the surface.,"Wind intensifies as heavy rain relentlessly hits the earth, creating a distinct noise.",Consistent raindrops fall heavily onto the ground amidst gusts of wind.,"Steady downpour continues unabated, with each drop striking the ground loudly."
broad neighborhood background.wav,A child speaks as birds chirp and sirens go off in the far distance.,"A child speaks as birds sing and a train, a plane, and an ambulance pass by and an item pounds.","A child speaks in the background, a bird, a train, a plain, assorted birdsong, an ambulance, pounding.",Birds chirp and children play as cars and a train pass in the background.,A child speaks while birds chirp and sirens go off in the far distance.,A child talks with birdsong and distant sirens echoing as a train passes by.,Birds chirp and an ambulance siren is heard while a child speaks softly.,"Amidst birds singing, an ambulance siren wails in the distance as a child speaks.","Children's voices blend with birdsong and distant train sounds, punctuated by sirens.","Birdsong accompanies a child's speech, with far-off sirens mingling in the air."
Edgar Thomson 1.wav,"Static white noise fills the air, not changing in volume or pitch.",Static white noise is broadcast at a single pitch and volume.,The wheels from a subway train rub on the tracks as it travels.,"As it travels, the wheels of a subway train rub on the tracks.",A dryer is running loudly for a long time.,"Constant white noise hums uniformly, maintaining the same loudness and tone throughout.",Unvarying pitch and volume characterize the static white noise sound.,Subway train wheels continuously screech against tracks as they move forward.,The friction of subway train wheels on rails produces a consistent rumbling noise.,"A dryer operates at high volume, filling the space with its continuous buzz."
birdsong.wav,"Two birds are calling to each other, one after the other while a man breathes in the foreground.",Two birds are taking turns calling to each other while a breathing man is in the foreground.,"Two birds chirp persistently, one at a higher pitch than the other.",Two birds are chirping back and forth to each other.,Two different birds chirp back and forth repeatedly.,"Birds alternate calls in a duet, accompanied by the sound of someone breathing.",Two distinct birds engage in a call-and-response while a man breathes quietly nearby.,A rhythmic exchange of bird calls is heard alongside soft background breathing.,Birds chirp alternately as a human breathes softly in the foreground.,Birds converse with alternating chirps against a backdrop of gentle breathing.
Forest spring 1pm NL VUGHT SHORT 150415_0619.wav,A number of different birds call out with varying degrees of volume.,A number of different birds are making calls of various volume.,A vehicle is driving on a road while birds are chirping.,Birds are chirping while in the background heavy machinery is operating.,A bunch of birds chirp away in the top of the trees.,"Various bird calls echo, each with distinct loudness levels.",Birds produce a range of calls with differing volumes outdoors.,"As a car moves on a road, birds' chirps fill the air.",Machinery hums while birds provide a natural soundtrack overhead.,"High in the trees, birds sing amidst serene surroundings by water."
Birds_light_rain_distant_thunder.wav,Ambient low quality audio as wind passes by at the end.,A whirring car drives down a road with low quality,A whirring car drives down a road with somewhat low quality,A small truck is sitting idle in an outdoor scene.,Outdoors in the driveway a small truck sits idling.,Low-quality audio captures wind rustling through the air at the end.,A low-quality recording of a whirring car driving down a road.,"The sound of a whirring vehicle on a road, recorded in low quality.",An idle small truck sits outdoors in a scene with ambient noise.,"In a driveway, an outdoor scene features a small truck idling quietly."
StreetNoise.wav,Music is playing and various water jets are blasting in a car wash.,Music is playing and also the various water jets are blasting in a car wash.,Loud winds blow as multiple vehicles pass by,loud wind as multiple vehicles are passing by,"Driving fast in a car with the windows open, the wind rushing in.",Music plays while water jets spray around in a bustling car wash.,"As music fills the air, water jets operate loudly within the car wash.",The sound of loud wind accompanies multiple vehicles traveling nearby.,Wind roars as numerous cars speed by in close proximity.,Driving swiftly with open windows lets in gusts of wind.
dorr med metallbeslag.wav,"Someone is unlocking a door, a person speaks, and a door opens and closes.",A person hammers a wood block and plays with other tools while in his shed.,A bird is pecking around a tree and chirps.,"Someone is unlocking a door, talking to a guy, opening and closing a door.",A bird it pecking around a tree and chirps,"A person unlocks a door, converses briefly, then the door swings open and shuts.","In a shed, a man uses tools like a hammer on wood blocks while working.","Around a tree, a bird is busily pecking and making chirping sounds.","Unlocked door leads to a brief conversation with someone, followed by it closing again.","A bird actively pecks at its surroundings near a tree, accompanied by chirps."
Rattling at an iron gate.wav,Stones are being dumped slowly down a metal slide.,"Intermittent, repetitive metallic clanging from an unknown source",A cycle of something rattling then stopping repeatedly.,Someone is dumping stones down a metal slide at a slow speed.,Something is rattling and it rattles then stops rattles then stops repeatedly.,Slowly descending stones create a rhythmic clanging on a metal slide.,"Repetitive metallic clangs echo intermittently, suggesting an unseen mechanism at work.",A sequence of rattling sounds alternates with silence in a consistent pattern.,"Stones descend gradually over a metal structure, producing a steady, rhythmic noise.","Rattling noises break the silence regularly, creating a cycle of sound and quiet."
rain_metallic_gutter_sanus_excipio.wav,Water was flowing with repeated drips on a metallic surface.,The flowing of water with repeated drips on a metallic surface.,Light rainfall lands on a metal surface at varying intervals.,It is raining hard and some objects are blowing against the gutters.,Light rain falls onto metal at an irregular interval.,Gentle raindrops fall rhythmically onto a metallic surface.,"Water drips intermittently, creating a rhythmic pattern on metal.",Rain lightly hits a metal surface with varied timing.,Droplets create a steady sound as they hit the metal repeatedly.,Metal vibrates under the irregular rhythm of light rainfall.
walking in snow in the woods.wav,A bird chirps and someone is walking through snow.,A bird chirps as someone walks through the snow.,A person walks through the woods and crunches leaves beneath their feet as birds chirp,A small animal is walking in the forest and stepping on twigs while birds are chirping in the background.,A person walks on the leafy ground of a forest.,Birdsong accompanies someone's walk through snowy terrain.,A bird chirps while footsteps crunch in snow-covered paths.,"As birds sing, leaves crackle underfoot during a forest walk.",Birds fill the air with song as twigs snap beneath small paws.,"Amidst the rustling of leaves, birds chirp softly in the woods."
scribbling writing on paper.wav,Scratching made by someone writing for the entire length of time.,"A person uses a marker, dragging it across the surface of the paper.",A marker is dragged across a piece of paper.,Scratching made by someone writing with a pencil for the entire time.,writing or drawing with a magic marker on paper,Writing sounds as a marker is dragged across paper continuously.,Continuous scratching noise from writing or marking on a surface.,Persistent sound of dragging a pen-like object over paper.,Marking paper with repeated scratching motions for an extended period.,Drawing or writing action producing consistent scraping noises on paper.
Steps - walk.wav,"Footsteps of several people walking,  some are stomping and people speak quietly",While people are walking some of them are talking.,a horse walking on a cobblestone street during the day,People are tap dancing together on a wooden floor.,Some people walking and a few people talking.,"Several people's footsteps, including stomping sounds, with quiet conversations in the background.","A group of walkers interspersed with soft talking, creating a rhythmic sound.","Horses trot on cobblestones, accompanied by ambient street sounds during daylight.","A synchronized tap dance performance on wood, showcasing lively footwork and rhythm.",Footsteps mixed with occasional voices as people move together in a shared space.
Uni_Folie_FountainWater2.wav,The burble of water rushes down rapidly in the shower and eventually goes down the drain.,Water is flowing down a stream and splashing.,The water steadily flows down the waterfall into the pond.,Water runs down the faucet until someone turns it off.,Water splashes as it flows down a stream.,"Water cascades down rapidly in the shower, creating a burbling sound before disappearing into the drain.",The gentle flow of water creates splashes and ripples as it moves through a stream.,"A steady stream of water flows gracefully over a waterfall, eventually reaching the pond below.",Running water from the faucet makes a continuous noise until abruptly stopped by someone's action.,"As water travels down the stream, it generates splashes with each encounter along its path."
Crowd Cheer.wav,A large audience applauds and shouts out vigorous cheers.,Many people clap their hands and shout cheerfully.,People are cheering out loud in a wild way in the crowd as someone runs by.,several different people yell and clap together continuously.,Several different individuals both yell and clap continuously and together.,A crowd enthusiastically claps and cheers loudly in a lively gathering.,Many individuals shout joyfully while continuously clapping their hands together.,"In the throng, people cheer wildly as someone dashes by amid applause.",Various people are heard shouting and clapping repeatedly within the crowd.,Continuous cheering and clapping arise from numerous attendees in unison.
INT Factory nearby 3 water dripping.wav,The dripping of water echoes in a room.,Water drips loudly inside of an automatic car wash while the hum of its machinery becomes progressively louder.,Water drips loud inside an automatic car wash while the hum of its machinery becomes progressively louder.,Water is dripping on the ground and automobiles are driving.,While automobiles are driving water is falling slowly to the ground.,The sound of dripping water resonates in an enclosed space.,"Inside a car wash, water droplets echo as machinery hums louder.",Loud drips of water fill the air with increasing machine noise in a car wash.,Water trickles to the ground while cars pass through it.,Cars move as water gently falls onto the surface below them.
20061105SumpPumpSiphon.wav,"As water boils, it pushes against the metal lid of the pan it is in.",Oil is boiling in a pot and something is being dropped in to the hot oil.,Water drips over a kitchen sink containing heavy metal objects.,Water steadily and slowly flows down a drain,Water boiling up against a metal pan lid.,Boiling water pushes against the metal lid of its container.,"In a pot, oil boils as something is added to it.",Heavy metal objects rest in a sink while water drips over them.,Water flows slowly and steadily down a kitchen drain.,A boiling sound rises from water pushing up against a pan's metal lid.
20070219.ultrasonic.cleaner.wav,something continuously hisses as something slowly bangs in the background,An object hisses without pause over a slow banging in the background,A buzzing insect flies around as someone taps on a table a couple of times.,The buzzing of fan blades and periodic clacking of items placed on a hard surface.,A light buzzing in the background with some motion in foreground.,A continuous hissing sound accompanies the rhythmic banging in the background.,Hissing persists steadily while something bangs slowly nearby.,Persistent hissing is heard as gentle banging occurs intermittently.,"Background hissing with periodic, slow banging resonates through the air.","The room echoes with a constant hissing and soft, repetitive banging sounds."
Fridge Motor 2.wav,A machine motor runs for a moment and then shuts off.,A machine is operating and then shuts off.,a engine hums continuously then is turned off.,An engine hums continuously before it is turned off.,A machine buzzes loudly at a medium high pitch and then switches off.,"An engine operates with a steady hum, then ceases operation.",A buzzing motor runs briefly before turning off completely.,Continuous humming from an apparatus ends as it shuts down.,The sound of a machine running halts abruptly when switched off.,Loud buzzing noise from machinery stops after operating for a short time.
Boiling water in a kettle.wav,A motor runs loudly and then gradually decreases in volume.,The motor is running at a fairly even volume and pace.,A Machine is running with heavy noise and the noise is slowly decreasing.,A motor running at a fairly even volume and pace.,A motor running loudly at first and getting quieter as time goes on.,"A loud motor operates, gradually reducing in noise over time.",Consistent motor hum maintains a steady volume without fluctuation.,Heavy machinery produces intense noise that slowly fades away.,Motor runs steadily with a uniform volume and rhythm.,Initially noisy motor decreases in sound level as it continues.
Crowd Medium.wav,Multiple people are having multiple conversations loudly in the same area.,Multiple people are having multiple conversations in the same area.,People are in a restaurant talking and socializing with each other.,A party of friends gather at restaurant to eat and socialize together.,A lot of people are together in public talking.,Several individuals engage in lively discussions simultaneously in one location.,Various conversations occur among many people within the same vicinity.,Individuals socialize and converse at a dining establishment.,A group of companions dine and interact socially at an eatery.,"Numerous individuals congregate publicly, engaging in conversation together."
Harmonica_Key_Of_C_Chord_Whas 01.wav,A harmonica being played alternating between two notes.,A person plays different notes on a harmonica.,"A person plays two notes on a harmonica, alternating back and forth between them.",A person is playing different long notes with the harmonica.,Someone blows on a harmonica playing a variety of notes,A harmonica player alternates between two distinct notes.,Alternating notes are played on a harmonica by an individual.,Two alternating notes resonate from a harmonica being played.,"An individual creates varied tones with a harmonica, switching notes.",A harmonica produces different long notes through alternating play.
City_Ambience_Cars_Night.wav,A car barrels down a road on a windy day.,All the cars and trucks take off and speed away around a turn,Somebody in a car changing gears and going faster.,The whirring of an engine as traffic goes past,The engine whirs as the traffic goes past.,A vehicle speeds along a road amidst the sound of rain in a quiet village.,"Vehicles race around a bend on a wet, windy evening in a small town.",The car accelerates as gears shift while rain falls softly in a French village.,"An engine hums and revs with traffic noise under rainy, serene night skies.","Amidst gentle rainfall, an engine roars as cars maneuver through the village streets."
smeared bell.wav,A low hum becomes louder and louder as time passes.,A low monotone grind of metal is coming from a machine of an outdoor factory.,The engine of a plane is starting up as it gets ready to take off on the runway,a low hum becomes louder and louder as time goes on.,A plane is starting up and getting ready to take off the runway,A subtle rumble grows steadily as moments pass by.,An outdoor factory's machine emits a consistent metallic grinding sound.,"The plane's engine begins to roar, signaling its readiness for departure.",A soft hum intensifies gradually over time.,"A jet powers up on the runway, preparing for flight."
Nene Valley Railway Santa Special at the River Nene Bridge.wav,A train is rumbling by loudly in the distance.,A train is rumbling by in the distance,Rapid banging as someone pounds against a hard surface.,A train passing on a train track with its carts knocking as they pass.,A train is passing on a train track with its carts knocking as they pass.,"A distant train rumbles loudly, echoing through the area.",The sound of a train rumbling fades into the distance.,Hard surface pounding creates rapid banging noises nearby.,Train carts clatter as they pass over tracks in the distance.,Echoing noise from train carts passing on nearby tracks.
"Trucks, cars, bicycle are  passed.wav","Strong gusts of wind blow, fade and return.",Several cars drive by slowly one by one.,Birds are tweeting while cars drive by on the road.,Several cars pass by at high speed on a busy highway,Birds tweet at times in background as cars race by and go out into the distance.,"A gentle breeze sweeps through, fading away before returning.",Cars pass slowly one after another along the street.,"In the background, birds tweet as cars drive on a road.",High-speed vehicles speed past on an active highway.,Birds chirp intermittently while fast-moving cars disappear into the distance.
Turkish market.wav,Several people are in a group talking loudly to one another.,People in a market place are announcing something to the passing crowd.,A group of people are talking in a crowd.,People who are in a crowd are conversing,Several people in a group talking very loudly to each other.,A noisy gathering of individuals engaged in conversation within a bustling area.,"In a lively marketplace, voices rise as people communicate with passersby.",Conversations fill the air among a cluster of people amidst a crowd.,Voices intermingle as people converse within a bustling throng.,Loud discussions occur amongst several individuals within a busy assembly.
Jilkakilka_Garden rain.wav,Rain is pouring down as footsteps are splashing in the water.,Footsteps are splashing through the water while rain is pouring down.,Water rushing and flowing as rain splatters against it.,Rain falls steadily and splashes into puddles on the ground.,Water is flowing as rain splatters against it.,"Rain splashes onto the ground, with footsteps echoing through the wet landscape.",Footsteps splash rhythmically in puddles while rain falls steadily around them.,The sound of rain intensifies as water splashes under hurried steps.,Puddles echo with each step taken during a steady downpour of rain.,"Rain pours heavily, creating splashing sounds as footsteps traverse the wet field."
2007-03-18_UnderOverpassRiverdaleRdRoyUT.wav,An engine is making noises at varying volumes.,The acceleration of a car engine as it drives by.,An engine is running and producing sound that rises and falls,A car engine accelerates as it drives by.,An engine is whirring as various automobiles rapidly pass in a high traffic area.,"The sound of an engine fluctuates, echoing through the surroundings.","As a car speeds by, its engine's roar crescendos and decrescendos.",A running engine emits sounds that vary in intensity over time.,"Nearby, a vehicle accelerates, its engine revving with increasing volume.","Amidst traffic, engines hum as cars zoom past at different speeds."
Golpe de puerta.wav,Something bangs five quick taps then pauses and repeats four times.,Loud tapping occurs and then stops several times,A loud tap begins and ends abruptly over time.,"A loud knock hits a hard surface four times, spaced out between short pauses.",A person uses a hammer and nails to join pieces of wood.,A sharp knocking sound is repeated with brief breaks in between.,"Intermittent loud tapping noise occurs, followed by a pause.",Abrupt and repetitive banging sounds are heard at intervals.,"Repeated loud taps occur, separated by short pauses.",Hammering noise on wood creates rhythmic banging sounds.
ATMOS People Ice Skating Frozen Lake.wav,A rustling noise is loud while people are screaming and talking.,A child is hollering off in the distance as a skateboarder rolls close by and ends up in the bushes.,A rustling noise is very loud while people are screaming and talking.,Children talk and shout in the background as a skateboarder passes by.,A child is hollering off in the distance as a skateboard rolls close by and ends up in bushes.,A loud rustling noise accompanies people screaming and conversing.,Children shout in the background as a skateboarder passes by.,Loud rustling is heard over distant screams and chatter.,A child's cries are faint while a skateboard crashes into bushes.,"Amidst yelling, a skateboarder collides with bushes near children shouting."
twangy-latch.wav,A person is using a staple gun to work.,something clicks and bangs together in a periodic motion,A person is working with a staple gun,Something wooden repeatedly being hit against something else,Something wooden is being hit repeatedly against something else,A tool produces periodic clicking and banging sounds.,A repetitive noise from a tool involves metal components.,The rhythmic sound of metal parts hitting together.,A tool's mechanism creates consistent clicks and bangs.,Periodic mechanical noises from a working device.
general noise vehicle interior.wav,A motor running at a fairly even volume and pace.,"Ongoing, uninterrupted whooshing becomes increasingly louder and louder.",Waves crash on the rocks as they come in,A whooshing occurs and gets louder as time goes by,An airplane flying high and fast in the air.,"A motor operates consistently at a steady, moderate sound level.",A continuous whooshing noise gradually increases in volume over time.,Ocean waves repeatedly crash against rocks with rhythmic intensity.,The sound of whooshing steadily grows louder as it persists.,An aircraft travels swiftly and smoothly through the sky above.
barabooRiver.wav,Rain is coming down on the ground with light Thunder in the background,"A loud whooshing and splashing occur, followed by a small gurgle.",Water roars continuously and occasionally bubbles and gurgles.,A downpour of rain outside is spilling into a gutter drain.,The roar of water with occasional burbling and gurgling.,"Light rain falls to the ground, accompanied by distant thunder rumbles.",A loud whooshing sound is followed by splashing and a soft gurgle.,Continuous roaring of water interspersed with bubbling and gentle gurgling sounds.,"Rain pours heavily outside, draining into a nearby gutter system.",The roar of flowing water mixes with intermittent burbles and gurgles.
windchim .wav,A wind chime blows in the wind to play different notes.,Machines are whirring quietly in addition to wind chimes.,Machines as well as wind chimes are whirring quietly.,A wind chime plays a variety of notes as it chimes in the wind,rain coming down with soft wind chimes in the background,"Wind gently sways, causing chimes to play a melodious tune.",Quiet hum of machines blends with the sound of wind chimes.,Gentle breeze stirs up soft chimes mingling with machine sounds.,Chiming notes mix with the quiet background noise of machinery.,Softly falling rain accompanies the gentle melody of wind chimes.
foley clothes friction different textures.wav,A surface is being scrubbed down with a brush.,Sizzling follows a loud rustling and is then followed by more rustling.,An object is sawed and then sprayed with air.,Scrubbing comes in synchrony with water spraying in the washing machine.,An object is being sawed and then it is sprayed with air.,"A brush scrubs a surface, creating rhythmic scrubbing sounds.","Sizzling sound follows rustling noise, succeeded by more rustling.","An item is sawed, then sprayed with air to cool it down.",Washing machine produces synchronized sounds of scrubbing and water spraying.,Sawing an object is followed by a refreshing spray of air.
obres_maremagnum3.wav,Faint talking mixing with the distant hum of machinery.,"Building materials are tossed around before drilling begins and in the background, two boards get tossed one at a time.",Someone is in a mechanical room and throws down a few pieces of aluminum.,"As several people talk, the whirring of a machine is accompanied by intermittent banging.","Building materials are tossed around before drilling begins in the background and two boards get tossed, one at a time.",Distant voices blend with machinery's steady hum.,"Materials scattered as drilling commences, boards dropped sequentially.",Aluminum pieces thrown down in a mechanical space.,Conversations mix with machine whirring and sporadic banging sounds.,Drilling starts amid the noise of tossed building materials.
tubfaucet.wav,Water is flowing down the tap with the wind in the background,"A loud drilling is followed by whooshing, tinkling and a loud screeching noise.",Water is running down the tap with wind in the background,The starting string of a grass mower is pulled and revved up.,A loud drilling occurs followed by a whooshing and tinkling and eventually a loud screeching,Water flows from the tap with wind rustling in the background.,"Loud drilling is followed by whooshing, tinkling, and a screeching noise.",Tap water runs as wind sounds fill the air softly.,Grass mower starts up with a pull and revving engine.,"Drilling noise precedes whooshing, tinkling, culminating in a loud screech."
gardensoundscape.wav,Cars are racing down the track as birds are tweeting.,Birds are chirping as an airplane goes by overhead.,Cars are racing down the track and birds are tweeting.,A train approaches and passes by as distant birds sing and chirp.,A loud whooshing and chirping occurs followed by a low buzzing and rustling.,"Birds tweet while cars race down the track, creating a lively soundscape.",Overhead airplane sounds blend with chirping birds in a serene audio mix.,The sound of racing cars mingles with melodious bird tweets on the track.,"As a train passes by, distant birds create a harmonious and natural ambiance.","A symphony of whooshing, chirping, buzzing, and rustling fills the auditory space."
Newspaper Reading.wav,"A person move paper across a surface, then crumples it.",A person opens a bag of snack chips and begins to eat them.,Multiple sheets of paper rustle as they are shuffled through.,Paper is moved across a surface and crumples.,Someone is opening and eating a bag of snack chips.,"A person manipulates paper on a flat surface, causing it to wrinkle.",Snack chips are poured from a bag into open hands before being eaten.,The sound of rustling paper as sheets are quickly shuffled and turned.,Paper is shifted across a flat area until it becomes crumpled.,A person enjoys munching on snack chips directly from an opened packet.
Quiet airport terminal.wav,Metal clangs together as the computer thumps in the background.,Work is going on in a factory during the day,"During the day, work is carried out inside a factory.",People are operating machines in a warehouse to make products,Workers in a warehouse are running machines used in the production of products.,Metal clangs echo as computers hum in a factory setting.,Daytime activities unfold inside a bustling manufacturing facility.,"Machines operate continuously, with computer sounds filling the air.",Workers maneuver through machinery operations within an industrial space.,Sounds of industry fill the day as machines and computers work.
20070820.tent.rain.helicopter.wav,An airplane is starting to take off and flies away.,Cars passing and a helicopter is flying above,An airplane prepares for take off and takes off.,A helicopter spun its blade  then takes off into the sky.,Cars are passing and a helicopter is flying above,"An airplane begins its ascent, soaring into the sky.",Helicopter blades spin as it ascends above passing vehicles.,"The airplane lifts off, gliding smoothly into the blue expanse.",Cars pass by below while a helicopter cruises overhead.,Helicopter rotor spinning signals its departure from the ground amidst traffic.
plastic wobble 03.wav,A tin or aluminum pane is vibrating in the air.,A quiet whooshing occurs and gets louder as time goes by and then becomes less frequent,"A quiet whooshing sound becomes louder, and then less frequent, as time passes.",An aluminum or tin pane vibrates in the air.,"Back and forth, a large sheet of metal is being shook.",A large metal sheet oscillates back and forth through vibrations.,The sound of an aluminum or tin panel vibrating softly in the air.,An intermittent whooshing noise increases in volume before becoming less frequent.,"Quiet, rhythmic vibrational sounds from a metal pane gradually fade away.",Gentle swaying motion creates a faint whooshing sound that grows and diminishes.
Diesel_start_idle2.wav,"A small, running engine makes a constant clicking sound.","A motor chugs in a steady cycle, occasionally revving and squeaking.","The constant clicking of a small, running engine.",The thump and burble of a small engine running.,The running of a small engine makes thumps and burbles.,"A small engine runs, producing steady clicking and occasional revving.",Steady chugging from a motor with intermittent clicks and squeaks.,Continuous clicking sound from a running small engine.,Small engine's hum is interrupted by thumps and burbles.,An engine makes rhythmic clicking sounds while operating consistently.
raining on the roof of Jennie Lee Building.wav,Huge rain is pouring down very loudly outside.,The waterfall flows at a steady pace throughout the length of time.,"Outside, huge amounts of rain pours down very loudly.",The rain is falling and cars driving by sound loud as they pass.,The water fall flows steadily throughout the entire time.,"Heavy rainfall creates a loud, persistent noise outside.",Steady waterfall flow fills the duration with its sound.,Loud rain pours down in substantial amounts outdoors.,The sound of heavy rain merges with passing cars' noise.,Waterfall maintains a continuous flow throughout the entire span.
Turning Page - Slow.wav,"Paper rips, then it is jostled and crunches.",A person is flipping through a book one page at a time,Pages of a book are being turned for every few seconds.,"Every few seconds, pages of a book are being turned.","Some ripping of paper, then something jostled and crunched.",Paper tearing sounds followed by the shuffling and crunching noise.,A book's pages are being turned slowly one at a time.,The sound of flipping through a book every few moments.,Book pages turning intermittently with distinct rustling noises.,"A sequence of paper ripping, followed by jostling and crunching sounds."
Beacon2.wav,A musical instrument is being played in the background.,An electronic and another type of signal vibrates in a fluctuating way.,Sustained shrill musical tones with a bell ringing at intervals.,A warbling audible and electronic signal resonates throughout.,Someone is blowing the recorder and flute loudly to make music.,A musical background features an instrument playing harmonious notes.,Fluctuating vibrations from electronic and other signals fill the air.,High-pitched musical tones sustain with periodic bell chimes in between.,Warbling sounds of audible and electronic origins resonate continuously.,"Loud recorder and flute performances create vibrant, lively music."
soundScape_SASP_5thgrade.wav,A person is shaking and playing different instruments to create music.,"A person walks outside, then repeatedly taps a glass with a spoon.",Many different objects are being struck against each other to produce different kinds of sounds.,The clink of glasses while pulling off tape and cutting a bag.,Various forms of scratching and banging in the beginning with some metallic noises at the end.,A person creates music by shaking and playing various instruments.,"Outside, someone taps a glass rhythmically with a spoon after walking.",Different objects are struck to produce diverse sounds in this audio.,Glasses clink as tape is removed and a bag cut open.,"The sound starts with scratching and banging, ending with metallic noises."
Clandon Chime.wav,"A church bell chimes, then a car passes, and a soda can pops.",Church bells ring four times while a large vehicle approaches and then passes.,A bell dings two times then cars drive by in the distance.,"At first, a church bell chimed followed by the passing of a car and the popping of a soda can.",Church bells ring four times as a large vehicle approaches and then passes.,"A church bell sounds, followed by the passing of a car and the popping of a soda can.","Church bells chime, accompanied by the sound of a vehicle driving past and a soda can popping.",The ringing of a church bell is heard alongside the noise of a car passing and a soda can opening.,A series of church bell tolls are interrupted by a car's passage and a soda can's pop.,"Church bells ring out, followed by the sound of a car driving by and a soda can popping."
Cat Purring 3.wav,A horse is clopping down a road and making noises from its mouth.,"While making noises with its mouth, a horse goes down the road.",A woodpecker is drilling holes on a tree without stopping.,A dog breathes and growls as a thumps sounds in the background.,A dog breathes and growls as a thump sound is in the background.,"A horse trots along the road, making noises with its mouth.",The horse moves down the road while vocalizing from its mouth.,"Constantly pecking, a woodpecker drills into a tree persistently.","Amidst thumping sounds, a dog breathes heavily and growls softly.",A dog emits deep growls as thumps echo in the background.
creek.wav,The water is flowing in a stream as several birds are singing farther away.,Water flowing in a stream while several birds sing farther away.,Birds chirp in the background as rough waters rush by.,Water is flowing gently over the rocks on the river bed.,Water flows gently over the rocks on the river bed.,Birds chirp while water rushes by in a stream.,Gentle flow of water over rocks accompanied by distant bird songs.,Stream flows with birds singing softly in the distance.,Water cascades over riverbed stones as birds sing far away.,Distant bird calls accompany the sound of flowing stream waters.
20100620.kids.hall.wav,Children talk and bounce a ball inside of a large room.,"A few children talking in a large gymnasium, and a ball bounces one time on the floor.",A few children were talking in a large gymnasium while a ball bounced one time on the floor.,"Inside of a large room, children talk and bounce a ball.","Young voices shout and speak loudly in a large, echoing space.",Children converse and bounce a ball in an expansive indoor space.,"In a spacious gymnasium, kids talk while a ball bounces on the floor.",A group of children chatter as they bounce a ball within a large room.,"Within a vast area, young voices mingle with the sound of a bouncing ball.",Echoes fill a large space where children engage in conversation and play with a ball.
20090501.dog.night.wav,A dog loudly barks and another dog barks in the background.,"A dog is incessantly barking, stops and another dog barks in the background and then starts barking again.","A dog barks loudly, followed by another dog barking in the background.","While one dog barks loudly in the foreground, another one barks in the background.",A dog barks continuously and is given a response back by another far away dog.,"A loud bark echoes from a dog, with another responding in the distance.",Persistent barking fills the air as a second dog joins from afar.,One dog’s loud bark is answered by another's distant sound.,A primary dog barks energetically; another joins from the background.,Continuous barking is echoed by a secondary dog further away.
Rattling security barriers.wav,Someone is shaking and clinking keys to make music.,Someone is using a manual typewriter to type.,Someone using a manual typewriter to type something.,A loud pounding noise is muffled before becoming louder again and changing into a scraping sound.,A person uses a typewriter to write a document.,"Keys are being shaken and clinked together, creating rhythmic sounds.",The click-clack of typing fills the air on an old typewriter.,"Typing resonates from a manual typewriter, crafting words in silence.",Muffled pounding evolves into louder scraping noises amidst city ambiance.,"On a bustling street, a typewriter keys out its rhythmic song."
